canonical_key,match_value,display_term,enriched_description,category,potential
two-greens,兩草,兩草,Trending HK casual eatery known for pork patty rice and creative local dishes,poi,medium
cake,絲帶蛋糕,蛋糕,Broad cake category in HK from traditional Chinese sponge cakes to premium Western-style celebration cakes from artisanal bakeries,fnb,high
cake,ribbon cake,蛋糕,Broad cake category in HK from traditional Chinese sponge cakes to premium Western-style celebration cakes from artisanal bakeries,fnb,high
cake,cake,蛋糕,Broad cake category in HK from traditional Chinese sponge cakes to premium Western-style celebration cakes from artisanal bakeries,fnb,high
cake,ribboncake,蛋糕,Broad cake category in HK from traditional Chinese sponge cakes to premium Western-style celebration cakes from artisanal bakeries,fnb,high
yakitori,燒鳥,焼鳥,"Japanese grilled chicken skewers (焼鳥), a staple izakaya offering and popular HK drinking food",fnb,high
beef-tongue,黑椒牛舌,牛舌,"Grilled or braised beef tongue, a delicacy in Japanese yakiniku and Western cuisine, popular in HK izakayas and steakhouses",fnb,high
sushi,壽司,壽司,"Japanese vinegared rice with toppings, one of the most popular dining categories in HK",fnb,high
dry-fried-beef-ho-fun,干炒牛河,乾炒牛河,"Wok-fried flat rice noodles with beef (乾炒牛河), the ultimate test of Cantonese wok skill and a quintessential HK comfort dish",fnb,high
nyonya-curry-chicken,南洋咖喱雞,南洋咖喱雞,"Southeast Asian Nyonya-style curry chicken, popular home-cooking and restaurant dish in HK",fnb,high
tuna-tartare,tuna tartare,Tuna Tartare,"Raw diced tuna appetizer, trending in HK fine dining and Mediterranean restaurants",fnb,high
mussels,白酒青口,白酒燴青口,"Mussels cooked in white wine cream sauce, common HK bistro dish",fnb,high
mussels,mussels,白酒燴青口,"Mussels cooked in white wine cream sauce, common HK bistro dish",fnb,high
chawanmushi,蟹肉蒸蛋,茶碗蒸,"Japanese savory steamed egg custard, staple in HK Japanese restaurants and omakase",fnb,high
lasagna,lasagna,千層麵,"Italian layered pasta dish, popular in HK Italian and fusion restaurants",fnb,high
nyonya-curry-chicken,南洋咖喱,南洋咖喱雞,"Southeast Asian Nyonya-style curry chicken, popular home-cooking and restaurant dish in HK",fnb,high
skewers,skewers,串燒,"Grilled skewered meats and vegetables (串燒), a popular dining format spanning Japanese yakitori to Chinese BBQ street stalls in HK",fnb,high
sk-jeju,SK濟州,SK濟州,Korean restaurant concept in HK (SK濟州) specializing in Jeju Island-inspired cuisine and Korean barbecue,poi,medium
sk-jeju,sk濟州,SK濟州,Korean restaurant concept in HK (SK濟州) specializing in Jeju Island-inspired cuisine and Korean barbecue,poi,medium
custom-cake,定製蛋糕,訂製蛋糕,,fnb,high
vietnamese-food,vietnamesecuisine,越南菜,,fnb,low
korean-beef-rice,韓式牛肉飯,韓式牛肉飯,,fnb,high
black-pepper-beef-tongue,黑椒牛舌,黑椒牛舌,,fnb,high
coffee,coffee,咖啡,,fnb,high
coffee,咖啡,咖啡,,fnb,high
handmade-pastries,手作糕點,手作糕點,,fnb,high
har-gow,蝦餃王,蝦餃,,fnb,high
butadon,豚丼,豚丼,,fnb,high
gyoza,日式餃子,日式餃子,,fnb,high
bbq,bbq,燒烤,,fnb,high
yakiniku,燒肉,日式燒肉,,fnb,high
kagoshima-wagyu,鹿兒島a5和牛,鹿兒島和牛,,fnb,high
peking-duck,pekingduck,北京填鴨,,fnb,high
peking-duck,北京填鴨,北京填鴨,,fnb,high
japanese-curry,日式咖哩,日式咖喱,,fnb,high
cha-chaan-teng,ChaChaanTeng,茶餐廳,,fnb,high
cha-chaan-teng,茶餐廳,茶餐廳,,fnb,high
chiuchow-beef-hotpot,潮汕牛肉火鍋,潮汕牛肉火鍋,,fnb,high
italian-food,italianfood,意大利菜,,fnb,low
italian-food,意大利菜,意大利菜,,fnb,low
yakiniku,日式燒肉,日式燒肉,,fnb,high
korean-food,韓國料理,韓國菜,,fnb,low
korean-food,韓國菜,韓國菜,,fnb,low
matcha,matcha,抹茶,,fnb,high
mango-mochi,芒果糯米糍,芒果糯米糍,,fnb,low
lo-mein,拌麵,拌麵,,fnb,high
soup-noodles,湯麵,湯麵,,fnb,high
pandan,斑蘭,班蘭,,fnb,high
onigiri,飯糰,飯糰,,fnb,high
wagyu,wagyu,和牛,,fnb,high
wagyu,wagyubeef,和牛,,fnb,high
wagyu,和牛,和牛,,fnb,high
wagyu,日本A4和牛,和牛,,fnb,high
wagyu,澳洲和牛,和牛,,fnb,high
sea-urchin,uni,海膽,,fnb,high
sea-urchin,海膽,海膽,,fnb,high
hot-dog-eating-contest,hot dog eating contest,Hot Dog Eating Contest,"Competitive eating event centered on hot dogs, a trending July 4th food topic",fnb,low
chick-fil-a,chick fil a,Chick-fil-A,"American fast food chain known for chicken sandwiches, trending in HK search interest",poi,medium
lo-mein,牛油拌面,撈麵,"Tossed noodles (撈麵) served with soy-based sauce and toppings, a versatile HK noodle dish from street stalls to restaurants",fnb,high
soft-shell-crab-salad,軟殼蟹沙律,軟殼蟹沙律,"Japanese-style salad with crispy fried soft-shell crab, popular HK izakaya and Japanese restaurant appetizer",fnb,high
tsukune,月見雞肉棒,月見雞肉棒,"Japanese chicken meatball skewer (tsukune) served with raw egg yolk for dipping, a popular HK yakitori dish",fnb,high
beef-tongue,牛舌串,牛舌,"Grilled or braised beef tongue, a delicacy in Japanese yakiniku and Western cuisine, popular in HK izakayas and steakhouses",fnb,high
bluefin-tuna,拖羅壽司盛合,藍鰭吞拿魚,"Premium fatty bluefin tuna (藍鰭吞拿魚) served as sashimi and sushi, the most prized fish in HK Japanese fine dining and omakase restaurants",fnb,high
teppanyaki,什錦天婦羅盛合,鐵板燒,"Japanese cooking style where chefs prepare food on an iron griddle at the table, popular HK dining experience",fnb,high
kani-miso-kora-yaki,蟹味噌甲羅燒,蟹味噌甲羅燒,"Japanese grilled crab meat and miso served in the crab shell, a popular HK izakaya delicacy",fnb,high
seafood,活鮑魚,海鮮,"Broad seafood category central to HK cuisine, from live seafood restaurants in Sai Kung to street-level fish ball stalls",fnb,high
beef-udon,牛肉烏冬,牛肉烏冬,"Japanese thick wheat noodles (udon) served with beef in hot broth, a popular HK Japanese restaurant dish",fnb,high
isoyaki-seafood,磯燒海鮮,磯燒海鮮,"Japanese-style beachside grilled seafood (磯燒), a popular HK izakaya dining experience with dramatic flame-grilling presentation",fnb,high
nanei-suisan,南瀛水產,南瀛水產,Popular HK Japanese izakaya and seafood restaurant chain in Tsim Sha Tsui known for isoyaki-style grilled seafood,poi,medium
chicken-paitan-ramen,雞湯拉麵,雞白湯拉麵,"Creamy chicken-based ramen broth (鶏白湯) style ramen, a popular HK ramen trend alongside traditional tonkotsu",fnb,high
crab-salt-ramen,蛤蜊鹽湯拉麵,蟹塩拉麵,"Ramen flavored with crab and sea salt (蟹塩拉麵), a lighter seafood-based ramen style emerging in HK's competitive ramen scene",fnb,high
chicken-skin-dumplings,雞皮餃子,雞皮餃子,"Dumplings wrapped in crispy chicken skin instead of dough, a trending HK izakaya and ramen shop side dish",fnb,high
black-tea-creme-caramel,紅茶焦糖布丁,紅茶焦糖布丁,"Japanese-style creme caramel pudding infused with black tea flavor, a popular HK Japanese restaurant dessert",fnb,high
baka-ramen,BakaRamen,Baka Ramen,Trending HK ramen shop in Kennedy Town known for chicken-based ramen and creative small plates,poi,medium
sirloin-pineapple-bun-burger,西冷牛扒菠蘿包漢堡,西冷牛扒菠蘿包漢堡,"HK fusion burger using pineapple bun (菠蘿包) as the bun with sirloin steak patty, a viral HK food trend blending cha chaan teng and burger culture",fnb,high
pasta,卡邦尼意粉,意粉,"Italian-style noodles in various shapes and sauces, one of the most common Western food categories in HK from casual to fine dining",fnb,high
creme-brulee,法式燉蛋,法式燉蛋,"Classic French dessert of custard with caramelized sugar top (Crème Brûlée), widely served in HK Western restaurants and cafes",fnb,high
french-fries,薯條,薯條,"Deep-fried potato strips (French fries), a ubiquitous side dish in HK Western restaurants, fast food, and cha chaan teng",fnb,low
beans-cafe,荳子,Beans Cafe,"Popular HK cafe chain known for coffee, desserts, and casual all-day dining in a cozy setting",poi,medium
hotpot,內蒙古火鍋,火鍋,"Hot pot dining format where diners cook raw ingredients in simmering broth at the table, a HK staple",fnb,high
hk-steak,滑牛,香港牛扒,"HK-style sizzling plate steak (鐵板牛扒) served with black pepper or mushroom sauce at cha chaan teng and budget Western restaurants, a nostalgic comfort food",fnb,high
duck-blood,鴨血,鴨血,"Duck blood curd (鴨血), a popular hotpot and spicy soup ingredient in HK Sichuan and Taiwanese restaurants with silky smooth texture",fnb,high
lamb-rolls,羊肉卷,羊肉卷,"Thinly sliced lamb rolls for hotpot (羊肉卷), a staple ingredient in HK hotpot restaurants especially in winter",fnb,high
yam-noodles,淮山麵,淮山麵,"Noodles made with Chinese yam (淮山), a health-conscious noodle option in HK hotpot and noodle restaurants",fnb,high
chiuchow-beef-ball,牛丸,潮州牛肉丸,"Chaozhou-style bouncy beef balls (潮州牛肉丸) with distinctive springy texture, a HK noodle soup and hotpot staple",fnb,high
uni-fishball,海膽丸,海膽丸,"Fish balls stuffed with sea urchin paste, a premium hotpot and noodle topping in HK",fnb,high
happy-lamb-hotpot,快樂小羊,快樂小羊,"International Mongolian-style hotpot chain (Happy Lamb / 快樂小羊) with multiple HK locations, known for lamb-focused broths",poi,medium
hotpot,不蘸料火鍋,火鍋,"Hot pot dining format where diners cook raw ingredients in simmering broth at the table, a HK staple",fnb,high
miso-soup,麵豉湯,麵豉湯,"Traditional Japanese miso soup with tofu and seaweed, a staple side dish in HK Japanese restaurants",fnb,low
caesar-salad,凱撒沙律,凱撒沙律,"Classic Caesar salad with romaine, croutons, parmesan and anchovy dressing, widely served in HK Western restaurants",fnb,low
sashimi,刺身盛,刺身,"Fresh raw fish sliced and served without rice, a staple of Japanese dining and HK sushi restaurants",fnb,high
sushi-platter,壽司拼盤,壽司拼盤,"Assorted sushi platter, a common menu item in HK Japanese restaurants ranging from casual to high-end",fnb,low
mango-salmon-roll,芒果三文魚卷,芒果三文魚卷,"Fusion sushi roll with fresh mango and salmon, a popular HK Japanese restaurant item blending tropical fruit with classic sushi",fnb,high
atsuyaki-tamago,厚燒玉子,厚燒玉子,"Thick Japanese rolled omelette (厚燒玉子), a classic sushi and izakaya item in HK Japanese restaurants",fnb,high
fried-squid-tentacles,炸魷魚鬚,炸魷魚鬚,"Deep-fried squid tentacles (炸魷魚鬚), a popular HK izakaya and street food snack with crispy batter and chewy texture",fnb,high
garlic-salmon-scallop-fried-rice,蒜香三文魚帶子炒飯,蒜香三文魚帶子炒飯,"HK-style fried rice with garlic, salmon and scallops, a popular fusion dish in HK Japanese-Western restaurants",fnb,high
uni-foie-gras-tower,海膽鵝肝塔,海膽鵝肝塔,"Luxury tower appetizer stacking sea urchin and foie gras on crispy base, a trending HK fine dining and Japanese restaurant dish",fnb,high
leng-mian,涼麵,冷麵,"Cold noodles, a refreshing Chinese/Korean noodle dish served chilled with various sauces",fnb,high
jollibee,快樂蜂,Jollibee,"Filipino fast food chain (Jollibee/快樂蜂) known for fried chicken and spaghetti, with growing HK presence",poi,medium
hk-mcdonalds,麥當勞,香港麥當勞,"McDonald's fast food chain in Hong Kong, known for localized menu items like Shake Shake Fries",poi,medium
omakase,香港omakase,Omakase,"Japanese chef's choice tasting menu dining format, popular in HK high-end sushi restaurants",fnb,high
wagyu-burger,和牛芝士漢堡,和牛漢堡,"Premium burger made with Japanese wagyu beef patties, a popular gourmet burger offering in HK's upscale casual dining scene",fnb,low
gung-gung-cafe,貢貢,貢貢,"Trendy Sai Kung waterfront cafe known for wagyu burgers and coffee, a popular HK weekend destination",poi,medium
mochi,海鹽奶蓋沾醬麻糬,麻糬,"Japanese glutinous rice cake with sweet fillings, a popular dessert and snack trend in HK",fnb,high
japanese-shaved-ice,百香果檸檬冰,日式刨冰,"Japanese-style kakigōri shaved ice desserts with flavored syrups and toppings, a popular HK summer dessert trend",fnb,low
japanese-shaved-ice,刨冰,日式刨冰,"Japanese-style kakigōri shaved ice desserts with flavored syrups and toppings, a popular HK summer dessert trend",fnb,low
aiyu-jelly,愛玉,愛玉,"Taiwanese fig seed jelly (愛玉) served in sweet drinks and desserts, a popular topping in HK bubble tea and dessert shops",fnb,high
kanten-jelly,寒天,寒天,"Japanese agar jelly (寒天) used as a low-calorie topping in HK bubble tea, desserts and health drinks",fnb,high
yogurt-drink,乳酪飲,乳酪飲,"Drinkable yogurt beverages (乳酪飲), a popular HK health drink category including Yakult-style and Korean-style yogurt drinks",fnb,low
frozen-yogurt,酸奶,Froyo,"Soft-serve frozen yogurt (Froyo) with customizable toppings, a recurring HK dessert trend with dedicated froyo chains and cafe offerings",fnb,low
fresh-milk,鮮牛奶,鮮牛奶,"Fresh pasteurized milk, a staple HK beverage and ingredient with strong local dairy brand presence",fnb,low
frozen-yogurt,柑橘乳酪,Froyo,"Soft-serve frozen yogurt (Froyo) with customizable toppings, a recurring HK dessert trend with dedicated froyo chains and cafe offerings",fnb,low
